iter	RMSE
685	36.44845135
686	36.40118813
687	36.35349754
688	36.3470793
689	36.29011645
690	36.25103845
691	36.21982325
692	36.20832328
693	36.19959568
694	36.15502875
695	36.14663197
696	36.09095707
697	36.05811225
698	36.02415303
699	36.01497525
700	36.00315705
701	35.98282981
702	35.97126612
703	35.9529362
704	35.94271597
705	35.92602222
706	35.89883347
707	35.87733504
708	35.83448651
709	35.78440365
710	35.74132209
711	35.68625373
712	35.66724273
713	35.63734556
714	35.61122857
715	35.60372731
716	35.54632346
717	35.49210228
718	35.45023658
719	35.43950342
720	35.38927095
721	35.34631377
722	35.31800928
723	35.31077625
724	35.27885865
725	35.24783205
726	35.19610412
727	35.15180403
728	35.09363835
729	35.05532334
730	35.0023001
731	34.95324551
732	34.93108612
733	34.90173501
734	34.87428866
735	34.83645905
736	34.77321043
737	34.7484038
738	34.72093734
739	34.69504796
740	34.68823037
741	34.64240317
742	34.61970154
743	34.61320229
744	34.59833578
745	34.59225825
746	34.49639063
747	34.46852107
748	34.43361699
749	34.41845613
750	34.41014927
751	34.3851602
752	34.3668389
753	34.32026474
754	34.31397473
755	34.30211206
756	34.28254982
757	34.27717077
758	34.26257246
759	34.25009217
760	34.23260016
761	34.20569332
762	34.16956247
763	34.13070549
764	34.08440793
765	34.06417821
766	34.05540166
767	34.02120532
768	33.97744007
769	33.93958044
770	33.93347807
771	33.89904886
772	33.89430617
773	33.88851323
774	33.86312604
775	33.85762054
776	33.83935016
777	33.81206802
778	33.7857818
779	33.73873782
780	33.71862238
781	33.69019973
782	33.68174636
783	33.66273735
784	33.6099693
785	33.56861112
786	33.56341725
787	33.52498764
788	33.51306114
789	33.48819279
790	33.46225566
791	33.42690954
792	33.41073208
793	33.3985641
794	33.39362881
795	33.38614263
796	33.34258694
797	33.25023677
798	33.23411959
799	33.21395065
800	33.18935423
801	33.15919765
802	33.14116992
803	33.10243361
804	33.0341944
805	33.00880516
806	33.0006102
807	32.94290258
808	32.89917242
809	32.88018253
810	32.86893813
811	32.8476495
812	32.81210126
813	32.79203266
814	32.77540957
815	32.76470982
816	32.75931733
817	32.72933213
818	32.72476164
819	32.68483083
820	32.63962777
821	32.59221833
822	32.5816218
823	32.56390182
824	32.52855881
825	32.51980558
826	32.48220835
827	32.47780027
828	32.47145872
829	32.41796093
830	32.41372821
831	32.39099188
832	32.34375017
833	32.29171269
834	32.28759273
835	32.25486422
836	32.22720783
837	32.18956839
838	32.17072481
839	32.1333809
840	32.10018321
841	32.05595295
842	32.039382
843	32.01123565
844	31.97616222
845	31.91156562
846	31.87609599
847	31.86509999
848	31.81961023
849	31.78648904
850	31.78059114
851	31.77658798
852	31.75073114
853	31.73184953
854	31.655744
855	31.63327795
856	31.62942688
857	31.61142027
858	31.56883379
859	31.56501916
860	31.56135541
861	31.54605864
862	31.52093066
863	31.47528615
864	31.45170759
865	31.42422287
866	31.36855889
867	31.329478
868	31.29436232
869	31.26062036
870	31.25408988
871	31.24757047
872	31.20524249
873	31.1795163
874	31.1337046
875	31.11176222
876	31.10822141
877	31.0972076
878	31.06712656
879	31.06078758
880	31.05349838
881	31.01404911
882	30.97184247
883	30.94376154
884	30.92012154
885	30.89686357
886	30.8706935
887	30.82066112
888	30.77472042
889	30.75093819
890	30.73278236
891	30.72677831
892	30.70895131
893	30.67906818
894	30.66040314
895	30.61081025
896	30.57196677
897	30.51774601
898	30.47952012
899	30.47030202
900	30.45156983
901	30.43091141
902	30.42077497
903	30.39414667
904	30.36953996
905	30.36392715
906	30.35865286
907	30.32187968
908	30.30838621
909	30.27436201
910	30.23876289
911	30.23191036
912	30.19786684
913	30.19226687
914	30.18897677
915	30.1858137
916	30.1705008
917	30.13666365
918	30.12434132
919	30.10228603
920	30.07316666
921	30.06086838
922	30.01171089
923	29.94772669
924	29.92172208
925	29.8940039
926	29.89093195
927	29.84541989
928	29.81295065
929	29.78093328
930	29.77353096
931	29.72217731
932	29.68645463
933	29.66656224
934	29.66147873
935	29.63667927
936	29.61208011
937	29.56855738
938	29.56293742
939	29.53813253
940	29.51943987
941	29.51399936
942	29.47922986
943	29.41896026
944	29.38047202
945	29.36156546
946	29.33657295
947	29.31583245
948	29.27133811
949	29.20937645
950	29.17682126
951	29.16339854
952	29.15858154
953	29.14863173
954	29.1315649
955	29.11278271
956	29.07560168
957	29.02765802
958	28.99782441
959	28.98136485
960	28.97483593
961	28.96985256
962	28.93665299
963	28.89686443
964	28.87189912
965	28.83995181
966	28.81762674
967	28.79851718
968	28.76131859
969	28.74900415
970	28.71947836
971	28.69554946
972	28.64624718
973	28.60205303
974	28.57436676
975	28.55423073
976	28.53872327
977	28.52870674
978	28.48730095
979	28.47549982
980	28.44836919
981	28.42416235
982	28.38894818
983	28.36423023
984	28.36118481
985	28.34619764
986	28.31735507
987	28.28743341
988	28.24443181
989	28.211369
990	28.1905755
991	28.17551162
992	28.13922055
993	28.10256594
994	28.08119136
995	28.06179963
996	28.02712602
997	28.00005686
998	27.98160599
999	27.93897425
